accepted_fraction_mean,accepted_fraction_std,accepted_fraction_terminal_mean,accepted_fraction_terminal_std,avg_reward_mean,avg_reward_std,avg_tokens_per_sec_mean,avg_tokens_per_sec_std,dropped_fraction_mean,dropped_fraction_std,dropped_fraction_terminal_mean,dropped_fraction_terminal_std,dropped_interrupted_count_mean,dropped_interrupted_count_std,dropped_stale_count_mean,dropped_stale_count_std,effective_updates_per_second_mean,effective_updates_per_second_std,max_staleness_mean,max_staleness_std,mean_staleness_mean,mean_staleness_std,mode,n_runs,pass_rate_mean,pass_rate_per_update_mean,pass_rate_per_update_std,pass_rate_std,reward_per_second_mean,reward_per_second_std,reward_per_update_mean,reward_per_update_std,seed,staleness_k,update_count_mean,update_count_std,wall_clock_sec_mean,wall_clock_sec_std
0.6695652173913044,0.0,0.8020833333333334,0.0,0.07142857142857142,0.01948051948051948,32.48223832712281,0.03444840953311257,0.16521739130434782,0.0,0.19791666666666666,0.0,0.0,0.0,19.0,0.0,0.06668552291452941,0.0005674026087919698,0.0,0.0,0.0,0.0,async_areal_style,2,0.07142857142857142,0.275,0.07499999999999998,0.01948051948051948,0.018295963605836192,0.004845378501171915,0.275,0.07499999999999998,0,0,20.0,0.0,299.9368853569031,2.5520527362823486
0.6695652173913044,0.0,0.8020833333333334,0.0,0.012987012987012988,0.012987012987012988,31.97140039938828,0.07562237396432714,0.16521739130434782,0.0,0.19791666666666666,0.0,0.0,0.0,19.0,0.0,0.06489001338866539,0.00022410450917301206,0.0,0.0,0.0,0.0,async_areal_style,2,0.012987012987012988,0.05,0.05,0.012987012987012988,0.0032557058948919203,0.0032557058948919203,0.05,0.05,1,0,20.0,0.0,308.2175130844116,1.0644617080688477
0.8067226890756303,0.0,1.0,0.0,0.026041666666666664,0.005208333333333334,32.02539522880878,0.12439082029928805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07745203767988462,0.00030266300019569925,1.0,0.0,0.23958333333333334,0.0,async_areal_style,2,0.026041666666666664,0.10416666666666666,0.020833333333333336,0.005208333333333334,0.008074226070825391,0.0016451115141846483,0.10416666666666666,0.020833333333333336,0,2,24.0,0.0,309.8739196062088,1.2109090089797974
0.8067226890756303,0.0,1.0,0.0,0.020833333333333332,0.020833333333333332,31.94207234720846,0.03465035812701878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07742284321321447,0.0002460127003569637,1.0,0.0,0.23958333333333334,0.0,async_areal_style,2,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.020833333333333332,0.0064724046594642854,0.0064724046594642854,0.08333333333333333,0.08333333333333333,1,2,24.0,0.0,309.98916244506836,0.984997034072876
0.8067226890756303,0.0,1.0,0.0,0.09375,0.05208333333333334,31.890820114353676,0.059629826563671884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07887145317167471,0.0015296951990003277,1.0,0.0,0.23958333333333334,0.0,async_areal_style,2,0.09375,0.375,0.20833333333333337,0.05208333333333334,0.02989548143916975,0.01700518844372402,0.375,0.20833333333333337,0,4,24.0,0.0,304.40711081027985,5.903911709785461
0.8067226890756303,0.0,1.0,0.0,0.020833333333333332,0.020833333333333332,32.34611011080264,0.09371250765156347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07842494181022669,0.0004022276243161385,1.0,0.0,0.23958333333333334,0.0,async_areal_style,2,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.020833333333333332,0.006568930786211903,0.006568930786211903,0.08333333333333333,0.08333333333333333,1,4,24.0,0.0,306.0331417322159,1.5695897340774536
0.8101410055547643,0.0034183164791340426,1.0,0.0,0.05208333333333333,0.031249999999999997,31.45557992469175,0.33691656173941453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10062135205644808,0.02368957398725724,1.5,0.5,0.23958333333333334,0.0,async_areal_style,2,0.05208333333333333,0.20833333333333331,0.12499999999999999,0.031249999999999997,0.02392397842683384,0.017512996921067937,0.20833333333333331,0.12499999999999999,0,8,24.0,0.0,252.51449835300446,59.45021378993988
0.8067226890756303,0.0,1.0,0.0,0.041666666666666664,0.041666666666666664,32.72233856035306,0.0726327471055157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07971073210267529,0.0008227542942073687,1.0,0.0,0.23958333333333334,0.0,async_areal_style,2,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.013422247732813778,0.013422247732813778,0.16666666666666666,0.16666666666666666,1,8,24.0,0.0,301.1207721233368,3.108093500137329
0.8020833333333334,0.0,0.0,0.0,0.025974025974025976,0.025974025974025976,35.53794362600809,0.4262424213614686,0.19791666666666666,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.07475496297674342,0.0010217604800635827,0.0,0.0,0.0,0.0,async_train,2,0.025974025974025976,0.1,0.1,0.025974025974025976,0.0075776723456807,0.0075776723456807,0.1,0.1,0,0,20.0,0.0,267.59075593948364,3.6574649810791016
0.8020833333333334,0.0,0.0,0.0,0.03246753246753247,0.019480519480519484,34.969159955789706,0.0980443577367005,0.19791666666666666,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.07531660309306804,0.001786669268402645,0.0,0.0,0.0,0.0,async_train,2,0.03246753246753247,0.125,0.07500000000000001,0.019480519480519484,0.009548575581763702,0.005872078890530433,0.125,0.07500000000000001,1,0,20.0,0.0,265.6952158212662,6.302852988243103
