accepted_fraction_mean,accepted_fraction_std,avg_reward_mean,avg_reward_std,avg_tokens_per_sec_mean,avg_tokens_per_sec_std,dropped_fraction_mean,dropped_fraction_std,dropped_stale_count_mean,dropped_stale_count_std,effective_updates_per_second_mean,effective_updates_per_second_std,max_staleness_mean,max_staleness_std,mean_staleness_mean,mean_staleness_std,mode,n_runs,pass_rate_mean,pass_rate_per_update_mean,pass_rate_per_update_std,pass_rate_std,reward_per_second_mean,reward_per_second_std,reward_per_update_mean,reward_per_update_std,seed,staleness_k,update_count_mean,update_count_std,wall_clock_sec_mean,wall_clock_sec_std
0.20833333333333334,0.0,0.3333333333333333,0.0,1909037.9869803023,0.0,0.7916666666666666,0.0,19.0,0.0,6.623917019105947,0.0,0.0,0.0,0.0,0.0,async_train,1,0.2,0.5,0.0,0.0,5.519930849254955,0.0,0.8333333333333333,0.0,0,0,2.0,0.0,0.30193614959716797,0.0
0.20833333333333334,0.0,0.4666666666666667,0.0,1925868.3572630635,0.0,0.7916666666666666,0.0,19.0,0.0,9.929873281367449,0.0,0.0,0.0,0.0,0.0,async_train,1,0.4,1.0,0.0,0.0,11.584852161595357,0.0,1.1666666666666667,0.0,1,0,2.0,0.0,0.20141243934631348,0.0
0.20833333333333334,0.0,0.6,0.0,1963072.1855745814,0.0,0.7916666666666666,0.0,19.0,0.0,9.92666538864788,0.0,0.0,0.0,0.0,0.0,async_train,1,0.4,1.0,0.0,0.0,14.88999808297182,0.0,1.5,0.0,2,0,2.0,0.0,0.2014775276184082,0.0
0.375,0.0,0.2962962962962963,0.0,3080964.1887629884,0.0,0.625,0.0,15.0,0.0,7.468693945822357,0.0,1.0,0.0,0.4444444444444444,0.0,async_train,1,0.2222222222222222,0.6666666666666666,0.0,0.0,6.638839062953206,0.0,0.8888888888888888,0.0,0,1,3.0,0.0,0.40167665481567383,0.0
0.375,0.0,0.3703703703703704,0.0,3116539.3918814133,0.0,0.625,0.0,15.0,0.0,7.466761611450341,0.0,1.0,0.0,0.4444444444444444,0.0,async_train,1,0.3333333333333333,1.0,0.0,0.0,8.29640179050038,0.0,1.1111111111111112,0.0,1,1,3.0,0.0,0.4017806053161621,0.0
0.375,0.0,0.4444444444444444,0.0,3041217.7516844496,0.0,0.625,0.0,15.0,0.0,7.4698600348710675,0.0,1.0,0.0,0.4444444444444444,0.0,async_train,1,0.3333333333333333,1.0,0.0,0.0,9.959813379828091,0.0,1.3333333333333333,0.0,2,1,3.0,0.0,0.4016139507293701,0.0
0.5416666666666666,0.0,0.3333333333333333,0.0,3621723.4787324537,0.0,0.4583333333333333,0.0,11.0,0.0,7.970768366096664,0.0,2.0,0.0,0.9230769230769231,0.0,async_train,1,0.23076923076923078,0.75,0.0,0.0,8.634999063271385,0.0,1.0833333333333333,0.0,0,2,4.0,0.0,0.5018336772918701,0.0
0.5416666666666666,0.0,0.41025641025641024,0.0,3630858.159226834,0.0,0.4583333333333333,0.0,11.0,0.0,7.974701077333688,0.0,2.0,0.0,0.9230769230769231,0.0,async_train,1,0.3076923076923077,1.0,0.0,0.0,10.63293476977825,0.0,1.3333333333333333,0.0,1,2,4.0,0.0,0.5015861988067627,0.0
0.5416666666666666,0.0,0.38461538461538464,0.0,3398791.392269068,0.0,0.4583333333333333,0.0,11.0,0.0,7.968020045887834,0.0,2.0,0.0,0.9230769230769231,0.0,async_train,1,0.3076923076923077,1.0,0.0,0.0,9.960025057359791,0.0,1.25,0.0,2,2,4.0,0.0,0.5020067691802979,0.0
0.875,0.0,0.3333333333333333,0.0,4812691.461355691,0.0,0.125,0.0,3.0,0.0,7.4749520819725745,0.0,4.0,0.0,1.9047619047619047,0.0,async_train,1,0.23809523809523808,0.8333333333333334,0.0,0.0,8.720777428968002,0.0,1.1666666666666667,0.0,0,4,6.0,0.0,0.8026807308197021,0.0
0.875,0.0,0.4444444444444445,0.0,5179152.648797865,0.0,0.125,0.0,3.0,0.0,7.480982754617829,0.0,4.0,0.0,1.9047619047619047,0.0,async_train,1,0.38095238095238093,1.3333333333333333,0.0,0.0,11.637084284961068,0.0,1.5555555555555556,0.0,1,4,6.0,0.0,0.8020336627960205,0.0
0.875,0.0,0.3492063492063492,0.0,4132156.1370603987,0.0,0.125,0.0,3.0,0.0,7.481925787315719,0.0,4.0,0.0,1.9047619047619047,0.0,async_train,1,0.2857142857142857,1.0,0.0,0.0,9.144575962274768,0.0,1.222222222222222,0.0,2,4,6.0,0.0,0.8019325733184814,0.0
1.0,0.0,0.3333333333333333,0.0,1444843.4461898503,0.0,0.0,0.0,0.0,0.0,6.9994640363376135,0.0,0.0,0.0,0.0,0.0,sync_train,1,0.20833333333333334,0.8333333333333334,0.0,0.0,9.332618715116817,0.0,1.3333333333333333,0.0,0,,6.0,0.0,0.8572084903717041,0.0
1.0,0.0,0.4166666666666667,0.0,1348884.0503688215,0.0,0.0,0.0,0.0,0.0,7.3193678995512546,0.0,0.0,0.0,0.0,0.0,sync_train,1,0.3333333333333333,1.3333333333333333,0.0,0.0,12.198946499252092,0.0,1.6666666666666667,0.0,1,,6.0,0.0,0.8197429180145264,0.0
1.0,0.0,0.3888888888888889,0.0,1176938.7224905912,0.0,0.0,0.0,0.0,0.0,5.727057360637823,0.0,0.0,0.0,0.0,0.0,sync_train,1,0.3333333333333333,1.3333333333333333,0.0,0.0,8.908755894325504,0.0,1.5555555555555556,0.0,2,,6.0,0.0,1.0476584434509277,0.0
